 time            time            time            N1              time            N2              time            N3              time            N4             
 4.79316524e-04  4.79316524e-04  4.79316524e-04  2.30035005e-07  4.79316524e-04  2.21705360e-07  4.79316524e-04  8.24511741e-06  4.79316524e-04  2.21281253e-07 
 4.89316524e-04  4.89316524e-04  4.89316524e-04  2.40084043e-07  4.89316524e-04  2.19369277e-07  4.89316524e-04 -7.70938691e-06  4.89316524e-04  2.22304694e-07 
 4.99316524e-04  4.99316524e-04  4.99316524e-04  4.08484489e-07  4.99316524e-04  2.19694388e-07  4.99316524e-04  8.27685047e-06  4.99316524e-04  2.23550665e-07 
 5.09316524e-04  5.09316524e-04  5.09316524e-04  1.79865254e+00  5.09316524e-04  2.17963840e-07  5.09316524e-04  1.79763319e+00  5.09316524e-04  2.25143089e-07 
 5.19254406e-04  5.19254406e-04  5.19254406e-04  2.19898548e-06  5.19254406e-04  2.18730942e-07  5.19254406e-04  1.02277589e-05  5.19254406e-04  2.27162921e-07 
 5.24196355e-04  5.24196355e-04  5.24196355e-04 -1.76086336e-06  5.24196355e-04  2.17411409e-07  5.24196355e-04 -9.68385483e-06  5.24196355e-04  2.28304770e-07 
 5.28946807e-04  5.28946807e-04  5.28946807e-04  2.19891607e-06  5.28946807e-04  2.18438366e-07  5.28946807e-04  1.02234290e-05  5.28946807e-04  2.29587317e-07 
 5.33742869e-04  5.33742869e-04  5.33742869e-04 -1.75948606e-06  5.33742869e-04  2.17192655e-07  5.33742869e-04 -9.67974178e-06  5.33742869e-04  2.31009765e-07 
 5.39877859e-04  5.39877859e-04  5.39877859e-04  2.19900224e-06  5.39877859e-04  2.18213077e-07  5.39877859e-04  1.02254307e-05  5.39877859e-04  2.33091705e-07 
 5.49648723e-04  5.49648723e-04  5.49648723e-04 -1.75157361e-06  5.49648723e-04  2.16950637e-07  5.49648723e-04 -9.65393192e-06  5.49648723e-04  2.37081980e-07 
 5.59648723e-04  5.59648723e-04  5.59648723e-04  2.21484036e-06  5.59648723e-04  2.17972317e-07  5.59648723e-04  1.02381559e-05  5.59648723e-04  2.42220598e-07 
 5.69648723e-04  5.69648723e-04  5.69648723e-04 -1.74256099e-06  5.69648723e-04  2.16780217e-07  5.69648723e-04 -9.65171070e-06  5.69648723e-04  2.48644822e-07 
 5.79648723e-04  5.79648723e-04  5.79648723e-04  2.21400864e-06  5.79648723e-04  2.17842655e-07  5.79648723e-04  1.83793637e-05  5.79648723e-04  2.56749795e-07 
 5.89648723e-04  5.89648723e-04  5.89648723e-04 -1.74438304e-06  5.89648723e-04  2.16690792e-07  5.89648723e-04  1.79740537e+00  5.89648723e-04  2.66853413e-07 
 5.98602850e-04  5.98602850e-04  5.98602850e-04  2.24807122e-06  5.98602850e-04  2.17781844e-07  5.98602850e-04  1.22638636e-05  5.98602850e-04  2.78377095e-07 
 5.99132790e-04  5.99132790e-04  5.99132790e-04  2.61430406e-07  5.99132790e-04  2.17230532e-07  5.99132790e-04  2.19317661e-07  5.99132790e-04  2.79097521e-07 
 6.00192669e-04  6.00192669e-04  6.00192669e-04  2.65439003e-07  6.00192669e-04  2.17215671e-07  6.00192669e-04  2.10398356e-07  6.00192669e-04  2.80561084e-07 
 6.02312429e-04  6.02312429e-04  6.02312429e-04  3.23306302e-07  6.02312429e-04  2.17212573e-07  6.02312429e-04  2.25771192e-07  6.02312429e-04  2.83754442e-07 
 6.02594318e-04  6.02594318e-04  6.02594318e-04  3.33929996e-07  6.02594318e-04  2.17210130e-07  6.02594318e-04  2.18257897e-07  6.02594318e-04  2.84175193e-07 
 6.03158095e-04  6.03158095e-04  6.03158095e-04  3.71873984e-07  6.03158095e-04  2.17209104e-07  6.03158095e-04  2.18069561e-07  6.03158095e-04  2.85059676e-07 
 6.04285651e-04  6.04285651e-04  6.04285651e-04  8.46398992e-07  6.04285651e-04  2.17206275e-07  6.04285651e-04  2.18310331e-07  6.04285651e-04  2.86867889e-07 
 6.05557364e-04  6.05557364e-04  6.05557364e-04  1.79997879e+00  6.05557364e-04  2.17180250e-07  6.05557364e-04  2.18179191e-07  6.05557364e-04  2.88661626e-07 
 6.06493923e-04  6.06493923e-04  6.06493923e-04  1.80002855e+00  6.06493923e-04  2.17231270e-07  6.06493923e-04  2.18451091e-07  6.06493923e-04  2.90754060e-07 
 6.07111298e-04  6.07111298e-04  6.07111298e-04  5.77110035e-06  6.07111298e-04  2.17233745e-07  6.07111298e-04  2.18343339e-07  6.07111298e-04  2.92338944e-07 
 6.07606701e-04  6.07606701e-04  6.07606701e-04 -5.31230849e-06  6.07606701e-04  2.17207744e-07  6.07606701e-04  2.18622053e-07  6.07606701e-04  2.92509799e-07 
 6.08135521e-04  6.08135521e-04  6.08135521e-04  5.81075348e-06  6.08135521e-04  2.17205632e-07  6.08135521e-04  2.18583614e-07  6.08135521e-04  2.93576171e-07 
 6.08734224e-04  6.08734224e-04  6.08734224e-04 -5.35513429e-06  6.08734224e-04  2.17210440e-07  6.08734224e-04  2.19023842e-07  6.08734224e-04  2.94828973e-07 
 6.09931629e-04  6.09931629e-04  6.09931629e-04  5.83810868e-06  6.09931629e-04  2.17187087e-07  6.09931629e-04  2.19946637e-07  6.09931629e-04  2.96598729e-07 
 6.11806950e-04  6.11806950e-04  6.11806950e-04 -5.37089388e-06  6.11806950e-04  2.17199653e-07  6.11806950e-04  2.24915067e-07  6.11806950e-04  3.00686465e-07 
 6.13829235e-04  6.13829235e-04  6.13829235e-04  5.84913721e-06  6.13829235e-04  2.17180915e-07  6.13829235e-04  2.30796847e-07  6.13829235e-04  3.04325532e-07 
 6.17873806e-04  6.17873806e-04  6.17873806e-04 -5.37831382e-06  6.17873806e-04  2.17184223e-07  6.17873806e-04  2.38665806e-07  6.17873806e-04  3.13901048e-07 
 6.25962946e-04  6.25962946e-04  6.25962946e-04  5.85797479e-06  6.25962946e-04  2.17162768e-07  6.25962946e-04  2.49820872e-07  6.25962946e-04  3.35331069e-07 
 6.35962946e-04  6.35962946e-04  6.35962946e-04 -5.36219362e-06  6.35962946e-04  2.17164863e-07  6.35962946e-04  2.47107777e-07  6.35962946e-04  3.73084246e-07 
 6.45962946e-04  6.45962946e-04  6.45962946e-04  5.86575397e-06  6.45962946e-04  2.17142518e-07  6.45962946e-04  1.79179984e+00  6.45962946e-04  4.31451434e-07 
 6.55375871e-04  6.55375871e-04  6.55375871e-04 -5.35944601e-06  6.55375871e-04  2.17157456e-07  6.55375871e-04  2.21172619e-06  6.55375871e-04  5.31625396e-07 
 6.62294829e-04  6.62294829e-04  6.62294829e-04  5.86053776e-06  6.62294829e-04  2.17129889e-07  6.62294829e-04 -1.76620244e-06  6.62294829e-04  6.77574728e-07 
 6.69098784e-04  6.69098784e-04  6.69098784e-04 -5.35837334e-06  6.69098784e-04  2.17145170e-07  6.69098784e-04  2.24810009e-06  6.69098784e-04  9.80137829e-07 
 6.75319390e-04  6.75319390e-04  6.75319390e-04  5.89419036e-06  6.75319390e-04  2.17124948e-07  6.75319390e-04 -1.73565663e-06  6.75319390e-04  1.54380216e-06 
 6.83368915e-04  6.83368915e-04  6.83368915e-04 -4.61246282e-06  6.83368915e-04  2.17135188e-07  6.83368915e-04  2.25893813e-06  6.83368915e-04  2.91550068e-06 
 6.90761310e-04  6.90761310e-04  6.90761310e-04  6.41112712e-06  6.90761310e-04  2.17120189e-07  6.90761310e-04  1.79994910e+00  6.90761310e-04  5.32636828e-06 
 6.97801679e-04  6.97801679e-04  6.97801679e-04 -5.36645932e-06  6.97801679e-04  2.17140272e-07  6.97801679e-04  5.07461877e-06  6.97801679e-04  9.33499594e-06 
 7.01926772e-04  7.01926772e-04  7.01926772e-04  1.80000652e+00  7.01926772e-04  2.17114461e-07  7.01926772e-04 -4.59535636e-06  7.01926772e-04  1.27539000e-05 
 7.05229513e-04  7.05229513e-04  7.05229513e-04  7.92077221e-07  7.05229513e-04  2.17141098e-07  7.05229513e-04  5.06519394e-06  7.05229513e-04  1.69005119e-05 
 7.06750213e-04  7.06750213e-04  7.06750213e-04 -3.38767825e-08  7.06750213e-04  2.17137164e-07  7.06750213e-04 -4.58365705e-06  7.06750213e-04  1.88717204e-05 
 7.08145048e-04  7.08145048e-04  7.08145048e-04  4.51695061e-07  7.08145048e-04  2.17120563e-07  7.08145048e-04  5.05859950e-06  7.08145048e-04  2.08830869e-05 
 7.09603337e-04  7.09603337e-04  7.09603337e-04 -6.84836675e-10  7.09603337e-04  2.17129169e-07  7.09603337e-04 -4.54835101e-06  7.09603337e-04  2.30194612e-05 
 7.11533130e-04  7.11533130e-04  7.11533130e-04  4.24041335e-07  7.11533130e-04  2.17116777e-07  7.11533130e-04  5.06478262e-06  7.11533130e-04  2.74208348e-05 
 7.14363856e-04  7.14363856e-04  7.14363856e-04  1.91130889e-08  7.14363856e-04  2.17130154e-07  7.14363856e-04 -4.51755557e-06  7.14363856e-04  3.36368804e-05 
 7.20025309e-04  7.20025309e-04  7.20025309e-04  4.12053244e-07  7.20025309e-04  2.17111876e-07  7.20025309e-04  5.07849586e-06  7.20025309e-04  5.24432599e-05 
 7.27603573e-04  7.27603573e-04  7.27603573e-04  2.63899704e-08  7.27603573e-04  2.17126714e-07  7.27603573e-04 -4.48785329e-06  7.27603573e-04  9.37836041e-05 
 7.34622127e-04  7.34622127e-04  7.34622127e-04  4.15090408e-07  7.34622127e-04  2.17109907e-07  7.34622127e-04  1.80000821e+00  7.34622127e-04  1.62438519e-04 
 7.41340771e-04  7.41340771e-04  7.41340771e-04  4.08903779e-08  7.41340771e-04  2.17136298e-07  7.41340771e-04 -1.41248668e-06  7.41340771e-04  2.77664525e-04 
 7.43880115e-04  7.43880115e-04  7.43880115e-04  4.19079098e-07  7.43880115e-04  2.17111468e-07  7.43880115e-04  1.85076705e-06  7.43880115e-04  3.34462583e-04 
 7.46356196e-04  7.46356196e-04  7.46356196e-04  4.80306104e-08  7.46356196e-04  2.17126209e-07  7.46356196e-04 -1.41147579e-06  7.46356196e-04  4.05832692e-04 
 7.49115660e-04  7.49115660e-04  7.49115660e-04  4.17925225e-07  7.49115660e-04  2.17109810e-07  7.49115660e-04  1.85538145e-06  7.49115660e-04  5.17779918e-04 
 7.52099764e-04  7.52099764e-04  7.52099764e-04  5.28049714e-08  7.52099764e-04  2.17126354e-07  7.52099764e-04 -1.40887370e-06  7.52099764e-04  6.33222378e-04 
 7.58067971e-04  7.58067971e-04  7.58067971e-04  4.15000195e-07  7.58067971e-04  2.17107557e-07  7.58067971e-04  1.91265816e-06  7.58067971e-04  1.03977621e-03 
 7.68067971e-04  7.68067971e-04  7.68067971e-04  5.17687193e-08  7.68067971e-04  2.17120819e-07  7.68067971e-04 -1.30814040e-06  7.68067971e-04  2.18140318e-03 
 7.76566655e-04  7.76566655e-04  7.76566655e-04  4.13158788e-07  7.76566655e-04  2.17107096e-07  7.76566655e-04  1.80000023e+00  7.76566655e-04  4.06230026e-03 
 7.83563613e-04  7.83563613e-04  7.83563613e-04  6.44657905e-08  7.83563613e-04  2.17131384e-07  7.83563613e-04  1.39981659e-06  7.83563613e-04  6.56060735e-03 
 7.87215719e-04  7.87215719e-04  7.87215719e-04  4.70427515e-07  7.87215719e-04  2.17104561e-07  7.87215719e-04 -9.49618500e-07  7.87215719e-04  7.68245715e-03 
 7.90823258e-04  7.90823258e-04  7.90823258e-04  1.79999183e+00  7.90823258e-04  2.17117038e-07  7.90823258e-04  1.39819794e-06  7.90823258e-04  1.26239674e-02 
 7.93594652e-04  7.93594652e-04  7.93594652e-04  1.15799037e-04  7.93594652e-04  2.17121433e-07  7.93594652e-04 -8.99077518e-07  7.93594652e-04  4.81850695e-03 
 7.93717834e-04  7.93717834e-04  7.93717834e-04  3.37442065e-06  7.93717834e-04  2.17131110e-07  7.93717834e-04  2.59321931e-07  7.93717834e-04  4.30235823e-03 
 7.93964198e-04  7.93964198e-04  7.93964198e-04 -7.25135683e-07  7.93964198e-04  2.17131196e-07  7.93964198e-04  2.83052830e-07  7.93964198e-04  3.41678173e-03 
 7.94456926e-04  7.94456926e-04  7.94456926e-04  1.18411488e-06  7.94456926e-04  2.17126016e-07  7.94456926e-04  2.68470741e-07  7.94456926e-04  3.46823829e-03 
 7.94939674e-04  7.94939674e-04  7.94939674e-04 -7.20211471e-07  7.94939674e-04  2.17120070e-07  7.94939674e-04  2.92803570e-07  7.94939674e-04  1.42850860e-02 
 7.95562296e-04  7.95562296e-04  7.95562296e-04  1.14503585e-06  7.95562296e-04  2.17048306e-07  7.95562296e-04  2.79105198e-07  7.95562296e-04  1.79996057e+00 
 7.96019480e-04  7.96019480e-04  7.96019480e-04 -6.82306239e-07  7.96019480e-04  2.17207865e-07  7.96019480e-04  3.00737556e-07  7.96019480e-04  1.80004255e+00 
 7.96364338e-04  7.96364338e-04  7.96364338e-04  1.09465414e-06  7.96364338e-04  2.17251317e-07  7.96364338e-04  2.84720082e-07  7.96364338e-04  1.24092502e-05 
 7.96595957e-04  7.96595957e-04  7.96595957e-04 -6.15225256e-07  7.96595957e-04  2.17179211e-07  7.96595957e-04  3.02961750e-07  7.96595957e-04 -1.12329732e-05 
 7.96854414e-04  7.96854414e-04  7.96854414e-04  1.02117413e-06  7.96854414e-04  2.17160876e-07  7.96854414e-04  2.87700907e-07  7.96854414e-04  1.19243610e-05 
 7.97156864e-04  7.97156864e-04  7.97156864e-04 -5.55542277e-07  7.97156864e-04  2.17103409e-07  7.97156864e-04  3.04257004e-07  7.97156864e-04 -1.09519721e-05 
 7.97761764e-04  7.97761764e-04  7.97761764e-04  9.80893149e-07  7.97761764e-04  2.17138994e-07  7.97761764e-04  2.90726517e-07  7.97761764e-04  1.16901544e-05 
 7.98478996e-04  7.98478996e-04  7.98478996e-04 -5.32040372e-07  7.98478996e-04  2.17073391e-07  7.98478996e-04  3.06749788e-07  7.98478996e-04 -1.08442785e-05 
 7.99691372e-04  7.99691372e-04  7.99691372e-04  9.63837847e-07  7.99691372e-04  2.17157029e-07  7.99691372e-04  2.93819856e-07  7.99691372e-04  1.16069991e-05 
 8.02116125e-04  8.02116125e-04  8.02116125e-04 -5.22785379e-07  8.02116125e-04  2.17062262e-07  8.02116125e-04  3.12909200e-07  8.02116125e-04 -1.07318452e-05 
 8.04372218e-04  8.04372218e-04  8.04372218e-04  9.57415902e-07  8.04372218e-04  2.17151232e-07  8.04372218e-04  1.79998779e+00  8.04372218e-04  1.16166427e-05 
 8.06149889e-04  8.06149889e-04  8.06149889e-04 -5.15382392e-07  8.06149889e-04  2.17072182e-07  8.06149889e-04  1.71404192e+00  8.06149889e-04 -1.06743168e-05 
 8.07058098e-04  8.07058098e-04  8.07058098e-04  9.45201331e-07  8.07058098e-04  2.17197361e-07  8.07058098e-04  2.72750967e-06  8.07058098e-04  1.15285336e-05 
 8.07883819e-04  8.07883819e-04  8.07883819e-04 -4.98735300e-07  8.07883819e-04  2.17034565e-07  8.07883819e-04 -2.28739069e-06  8.07883819e-04 -1.05771443e-05 
 8.08741905e-04  8.08741905e-04  8.08741905e-04  9.28231735e-07  8.08741905e-04  2.17202192e-07  8.08741905e-04  2.73993674e-06  8.08741905e-04  1.14097760e-05 
 8.09787623e-04  8.09787623e-04  8.09787623e-04 -4.83950075e-07  8.09787623e-04  2.17010993e-07  8.09787623e-04 -2.29877665e-06  8.09787623e-04 -1.04934221e-05 
 8.11879059e-04  8.11879059e-04  8.11879059e-04  9.18414598e-07  8.11879059e-04  2.17208644e-07  8.11879059e-04  2.74964846e-06  8.11879059e-04  1.14669547e-05 
 8.13983033e-04  8.13983033e-04  8.13983033e-04 -4.76914702e-07  8.13983033e-04  2.17004062e-07  8.13983033e-04 -2.25371545e-06  8.13983033e-04  1.23475648e-03 
 8.18190982e-04  8.18190982e-04  8.18190982e-04  9.17392438e-07  8.18190982e-04  2.17221619e-07  8.18190982e-04  2.84374994e-06  8.18190982e-04  1.34831820e+00 
 8.21016624e-04  8.21016624e-04  8.21016624e-04 -4.66109556e-07  8.21016624e-04  2.17016456e-07  8.21016624e-04 -2.22167744e-06  8.21016624e-04 -6.36032912e-06 
 8.21373165e-04  8.21373165e-04  8.21373165e-04  2.19934133e-07  8.21373165e-04  2.17116259e-07  8.21373165e-04  3.14476764e-07  8.21373165e-04  2.79580736e-07 
 8.22086248e-04  8.22086248e-04  8.22086248e-04  2.29539338e-07  8.22086248e-04  2.17097488e-07  8.22086248e-04  3.18372203e-07  8.22086248e-04  3.15020029e-07 
 8.22264519e-04  8.22264519e-04  8.22264519e-04  2.25214211e-07  8.22264519e-04  2.17101741e-07  8.22264519e-04  3.21640435e-07  8.22264519e-04  3.01227042e-07 
 8.22621060e-04  8.22621060e-04  8.22621060e-04  2.25485762e-07  8.22621060e-04  2.17103741e-07  8.22621060e-04  3.30813401e-07  8.22621060e-04  3.10263896e-07 
 8.23334143e-04  8.23334143e-04  8.23334143e-04  2.26039957e-07  8.23334143e-04  2.17100903e-07  8.23334143e-04  7.08740727e-07  8.23334143e-04  3.51795669e-07 
 8.23430961e-04  8.23430961e-04  8.23430961e-04  2.26076793e-07  8.23430961e-04  2.17101032e-07  8.23430961e-04  2.00387122e-06  8.23430961e-04  3.65136624e-07 
 8.23624595e-04  8.23624595e-04  8.23624595e-04  2.26295571e-07  8.23624595e-04  2.17098152e-07  8.23624595e-04  1.40794586e-04  8.23624595e-04  4.10315581e-07 
 8.23849004e-04  8.23849004e-04  8.23849004e-04  2.26393021e-07  8.23849004e-04  2.16981936e-07  8.23849004e-04  1.79988626e+00  8.23849004e-04  6.80026767e-07 
 8.24010726e-04  8.24010726e-04  8.24010726e-04  2.26618051e-07  8.24010726e-04  2.17178994e-07  8.24010726e-04  1.80011317e+00  8.24010726e-04  2.85669458e-06 
